customer_id,basket
7180494,"38,17,33,45,43,42"
46238471,"36,9,14,12,27,39,10,2,45"
19248483,"4,37"
25974994,"37,28,38,47,33,17"
17945086,"9,23,38,44,2,10"
37160597,"17,47,7,38,23,18,1"
39256890,"36,19,45,2,44,25,9,47"
78985007,"38,23"
26947910,"10,8,6,37,27,21,3,39,45,9"
21202370,"5,22,11,38,18,32,2,28,45,44"
85115466,"24,47,43,13,34,11,16,45,37"
69233137,"43,38,9,17,47,6,2,34,37,8,46,15,11,1"
1425555,"16,17,47,2,44,10,25,40,46"
90048,"9,38,28"
88671647,"34,19,43,28,22,36,38,9"
63335298,"3,2,28,14,10,44,45,1,17"
7649885,"38,43,5,9,21"
87014673,"17,13,37,38,41,1,28,43,12,16,26,7,40,2"
31141008,"37,45,10"
98570712,"4,1,13,2,20,32,40,25,46,23"
24020480,"41,26,1,40,4,37,34,43,32,25"
65946243,"45,38"
23489840,"44,6,30,23,1"
66110466,45
58033118,"42,39,43,9,16,22,13,1"
83232552,"1,17,31,30,37,40,20,25"
42439347,"42,44,7,23,6"
45328856,"38,9,21,16,25,10,18,7,39"
10936160,"18,36,26,40,23,2,9,43,42,45"
34572975,"39,43,23,10,6,29,24"
1138375,"27,18,32,40,2"
74232018,"11,6,30,43,7,45,40,18"
78444871,"32,33,29,16,17,21,43,20,25"
32901372,"10,32,24,18,17,42,43,29,6,25,46,7"
25123355,"16,34,13,3,1,9,6,17,40,25,14"
51378336,"23,7,27,6,40,46,20,32,22,13,43,10,9,16,19,28"
31844674,16
23331315,"29,40,13,32,36,22,25,38"
6963783,"40,26,41,21,14,16,37,39,42,31,45,17"
42936664,"17,10,24,18"
42241118,"27,44,41,33,47,20,9,3,40,46"
39428251,"45,44,10,42,15,43,6,21,46,40,25,26"
48903401,"14,16,47,3,2,9,43"
16093504,"44,45,42"
57332738,"1,3,13,36,6,20,17,5,34,47,10"
95410456,"42,10,2,37,18"
19972779,"7,40,29,19,31,36,35,46,25"
38088451,"20,25,1,44,11"
30750733,"12,37,20,40,3,16,22"
46526406,"43,9,23,47,13"
72392686,"6,46,22,9,24,1,2"
85426978,"22,17,1,39,8"
25722617,"27,48,8,18,43,30"
69951050,"46,17"
79144010,"28,34,35,2,3"
87881183,"44,10,31,23"
28827765,"47,1,32,10,2,45"
1425555,"13,42,28,20,46,6,24,47,40,21,8"
3044320,"15,2,44,19,10,42,20,18,35,12,46"
54770366,"36,22,30,37,27,4,8"
11301874,"42,10,25,38,17,47,24,36,22"
98007561,"18,27,19,24,41,2,1"
86730933,"37,43,38,9,17"
94159767,"28,41,33,19,29,42,47,43,46,24,40,32,48,30,17,2,16"
88423751,"25,42,16,38,43,48,2,22,45"
56653798,"38,28"
91598313,"18,25,15,42,2,44,47,17,23,36"
20485310,"35,2,3,48,8,27,28,10,17,40,41,25,46"
72680040,"43,7,18,35,20,25,32,23,27,46"
99358201,"34,43,48,8,3,1,37,2"
77057735,"36,34,27,8"
72974741,"6,3,1,8,38,23,9"
53938630,"6,20,46,1,9,38"
24018508,"13,15,1,25,20,36,23,21,48"
22553580,"44,45,10,1"
51423768,"28,9,43,16,25,20,5"
37740925,"6,47,17,19,16,40,42,36,1,38,12,21,2,44,10,46,14"
70346311,"4,18,13,23,38"
87733159,"27,42,44,28,41,10,32,40"
86103852,"34,5,45,2,38,46,12,3,47"
35489044,"26,40,43,20,9,44,45"
83392769,"24,21,8,14"
26622629,"40,9,43,44,42,38,15,22"
15295789,"9,23,39,37,27,32,46,20"
36468858,"13,48,43,32,40,1,35,44,2,17,28,18,34,37,22,8,39,29"
65500901,"47,3,42,6,12,19,2"
64506183,"6,47,48,38,24,43,23,9,34,14,16,2,11,45,44,26,33,37,36,29,30,17"
83617723,"38,23,43,17,30,2,20,14,47,25,6"
88229488,"9,44,46,25"
80615076,"26,19,2,18,23,9,48,17,1,3,42"
50387153,"2,45,31"
76487128,"16,8"
25517753,"20,17,47,6,2,28,23,13,34,27,24"
88497198,"46,14,45,44,6,39"
22319578,"32,11,13,37,47,29,30,31,40,3,1,23,38,46,25,20,17,9,2,10,45,18,26"
91860465,"20,2"
95088963,12
16927412,"9,39,23,43"
70128744,"5,46,20"
3860278,"1,3,39,6"
51114881,"17,12,41,26,44,34,40,32,29"
68769317,"48,26,9,43,25,6,32,36,17,47,14,41,46"
52423578,"8,1,16,10"
56423147,"6,31,45,15,2,4"
74236213,"33,32,20,39,34,25,46,16"
2640732,"32,1,3,33,26,43,28,23"
20286381,"25,32,3,48,22,45,46,2,1,40,4,8,17,47"
26289910,"36,18,27"
87283452,"14,8,43,35,25,20,44"
73678219,"16,41,27,47,23,43,26,17"
76806655,"9,33,25,15,39,37,5,6,1"
45299103,"46,44,20,3,43,17,47,42,45"
69871388,"3,37,15,17"
50933846,"3,2"
5355841,"39,20,27,41,48,42,40"
29684489,"28,3,46,22,7,21,43,26,17,24,8"
3071256,"19,23,38,42,45,2"
3340246,"13,4,41,32,38,14,18,27,6,46,2,19,3"
38863130,"29,12,25,20,1,11,21"
45487122,"40,39,34,20,27,25,48,47,2"
58233873,"44,21,22,20,34"
41954909,"36,14,8,2,6,17,28,3,9,13,20,25,29"
57749592,9
3544804,"15,24,47,32,23,38,3,29,9,40,1"
72787387,"22,45,1,37,2,44,7"
72180214,"37,39,13,46,25,22,21,10,5,12"
42161665,"2,3,18"
28582939,"6,2,42,44,16,4,22,36,33,46,43,20"
89587201,"6,17,4,39,18,2,1,37,13,3,41,10,12,44,20"
8917896,"8,40,32,38"
59877803,"26,2,11,34"
78759451,"12,20,37,27,46,40,1,2,16,28"
8341422,"34,17,38,42,23,47,32,40,21,2,1,18,27"
75111935,"2,25,1,38,29,28,41,26,45,17"
93844730,10
34082264,"46,40"
37590355,43
57928413,"41,26,35,9,33,37,21,22,32"
33522510,"16,18,27,2,44,3,46,10,43,38,48,37,39,40"
29634973,"25,20,26,44,22,38,48,39,9"
30158396,"40,3,32,31,23,39,45"
27566074,"3,42,29,8,14,37,34,38,43,1,32,9,17"
71462452,"6,47,17,38,2,44,42,26,9,23,43,12,29"
42437744,"3,1,34,46,18,48,21,26,45,9,37,2,14"
33880271,"32,2,9,14"
63218793,"44,34,21,18,27,14,13"
59104613,"23,29,40,4,36,22,7"
18566279,"42,30,2,40,11,18,27,15"
35958650,"10,44,8,40,38,1,37,30,42,46,28"
73276187,"47,3,2,6,17,32,46,40,20,7,22,13,26,41,19"
85659677,"10,42,2,3,17,38,41,16,21,8,40,5,45"
71476281,"9,13,34,20,2,46,12,28,26,16,19,27,43"
71073445,"43,28,41,5,22,38,2,25,17"
36718235,"32,40,47,46,6,17"
67143681,"48,45,18,3,44,6,8,9,38,23"
36235172,"8,2,41,22,14,21,37,42"
44877443,"42,45,44,2,10,6,17,14,8"
92237709,"13,36,22,8,20,19"
60115012,"15,33,2,44,18,13,10,8,21,14,46,1,23,27"
18342025,"1,43,41"
68915008,"2,29,26"
4470965,"38,27,34,28,22,21,11,20,46"
60062123,"29,23,43,9,38,17,36,45,22,42,46,32"
27056432,"20,25,40"
19968417,"10,32,46,47,17,36"
68758753,"17,37,27,46,32,42,45,8,43,25"
7660777,"30,46,16,17,41,38,9,25,4,1,8,44,29,10,21,42,39,45"
52401327,"22,42,10,2,44,25,36,34,13,3,26"
9564198,"27,48,8,41,32,40"
63194566,"23,32,6,17,48,16,12"
10280367,"41,1,48,39,34,37"
35306720,"2,44,47,25,1,18,27,39,34"
54116837,"28,41,34,21,9,3,6,46,47"
84311007,"44,10,45,2,37,38,18,23"
323396,"20,11,27,17,2,43"
63644372,"16,27,18,13,37,40"
81887089,"28,27,40"
54821351,"47,20,13,34,48,26,15,27,10"
11627762,"41,43,26,4,1,37,23,42"
1463869,"5,22,19"
53768422,"28,38,10,34,22,5,31,3,2,41,39,20,40,44"
86013358,"13,9,43,36,22,10,32"
84288030,"13,2,3,8,32,14,37,30,1,20"
75350624,"14,42,10,41,6,9,15,18,20,36,44,32"
84545418,"27,18,43,16,8,47,17,44,4,21,25"
352347,"47,40,32,8,33,21,45,24"
15279638,"36,44"
43347427,"35,33,42,10,37,1,25,40"
42539737,"44,27,13"
22067310,"13,22,7,19,32,3,38,43,1,17,40,27,45,42,34"
25384149,"37,17,6,39"
37714195,"15,7"
88596721,"20,46,41,25,16,36"
76177265,"3,1,8,16,9,37,34,24,10,2,38,12"
22290276,"31,35,18,27,14,38"
4218917,"5,1,3,40,20"
87716347,"45,21,47,15,10,14,48,23,25,9,44"
70209967,"44,42,10,5,2"
48712156,"17,21,19,2,15,24"
79585111,"39,13,1,10,14,40,25,34,22,15,26"
24678475,"48,45,1,11,23,9,38,8,14,21,44,10,2,3,47"
94215998,"10,2,44,14"
10308041,"45,22,2,21,14,16,36,47,39,20,32"
26518625,"3,14,40"
52089376,"41,6,21,42,2,44,23,9"
73111863,"28,6,9,25,20,40,37,39"
31221308,"47,36,22,6,30,8,9,43,23,28,14,38"
59935254,"44,38"
80633805,"26,43,48,13,2,47,4,1,10,3,29,45,17,19"
49546196,"39,17,6,47,42,37"
12344953,"23,16,14,13,37,2,17,34,21"
85259121,"26,38,22,23,18"
86036239,"38,28,46,6,41,39,42,29,40"
82843450,"10,17"
56301121,"35,4,47,34,37,1,25,3,32,18,6"
92789972,"17,6,47,8,14,36,38,45,2,44"
48223189,"19,40,2,42,38,13,37,34,23,39,18,15,7,22,30,44,45"
43136164,"11,1,45,42,10,9,38,43,27"
54629207,"2,7,3,13,44,36,22,41"
17296375,"37,38,20,23,9,44,29"
98031297,"9,44,2,42,22"
57054206,"44,45,42"
95073054,"42,43,28,46,25,45,10,23"
39381628,36
34919013,"20,40,42,2,22,43,4,44,32,10,18,1,34,37,14,48,47"
56094581,"23,40,2,20,27,32"
93336554,"15,23,44,38,34,37"
53245317,"34,37,13,43,38"
52018753,"2,44,47,45,39,37,1"
82085270,"33,6,17,8,9,3,10,26,45,42,23,39,37,28,13"
64587140,"8,21,1,14,44,46,16,39,23,43"
14381696,"45,20,6,44,18,8,12,22,1,23,9"
1460509,"37,34,30,42,25,6,46,36,16,10"
87904423,"3,1,45,47,17,6"
28276104,"17,39,37,32,23,10,41"
72102167,"42,44,40,20,13,14,2,16,34"
62775709,"19,13,34,17,47,2"
52050201,"41,5,38,9,28,15,1,2,26,17"
49158461,"2,25,46"
13868190,"14,2,1,42"
36663527,"26,34,41,9,38,25,6,17"
74145129,"45,38,20,18,41,28,42"
9245845,"33,18,42"
20136784,"13,34,10,42,2,39,17"
99789585,"23,1,6,42"
77687611,"38,33,1,12,40,46,32,9,43,48,25,39,34"
15904662,"38,26,42,20,1,10,33,8"
24734557,"38,43,9,8,48,34,44,37,16,14,20,3,1,28,6"
81556576,"39,25,37"
11049267,"43,36,22,47,7,17,9,44,16,18,13,30,32,39"
97058761,"34,2,25,32,40,12,39,13,17,42,30,18,38"
8518280,"29,13,45,9,43,34,19,21,11,23"
66608875,"12,39,37"
16465644,"37,13,39,17,6,5,3,15,40,20,31,21,47,4,29,41"
54741422,"23,38,45,44,2,1,10,21"
58048428,"47,6,1,26,40"
41943790,"43,38,32,37,46,6,28,2,9,42,25,16,27"
70160818,"34,43,13,3,12,39,22,20,46,40"
3552063,"29,43,42,2,39,10,44"
14250375,"44,27,34,39,2,3"
78909811,"47,45,42,41,34,39,2,44"
59500843,"47,32,25,40,26"
96768133,"46,10,4"
82508838,"19,18,10,21,48,12,20,25,3,9,39"
34769421,"10,42,13,8,14,18,38,28,47,6,26,41"
15597762,"8,18,27"
80778956,"29,20,10,44,12"
90909715,"2,45,1,3,36,42,6,32,17,47,25"
93236287,"43,22,44,2,45,32,37,38,21,16,34,13,39"
3020619,"2,34,37,39,3,8,16"
16712695,"1,8,38,23"
94067134,"15,38,29,8,48,42,7,40,20,25,44,32,46,2,10,28"
7772505,"14,16,42"
73315434,"15,30,29,13,40,25,46,10,42"
6587137,"4,2,22,32,46,6,10,25"
9317844,"42,45,33,43"
62911666,"20,3,1,12,47,21,2,37,13"
63440266,"2,3,10,42,44,45,7,23,38,43,28,26"
56076107,"47,46,4,18,12,34,1"
93236287,"40,39,27,42,2,7"
21403149,"2,42,20,25,34,27,14,47,43"
97941142,"20,37,39,47"
77465184,"12,27,43,9,2,1,39"
68422703,"27,19,37,39,26,45"
32075036,"43,8,21,25,32,33,16,38"
18370604,"25,46,9,43,38,23,40,32,17,20"
863725,"43,21,28,48,12"
33041953,"44,2,8,16,29,12,17,41,34"
53996820,"46,39,47,3,45,37,42"
54573393,"34,22,23"
69394275,"45,2,19,38"
49621984,"31,26,15,45,3,13"
67913861,"2,26,44,42,28,9,32"
32734156,"2,10,17,5,19,14,11"
20531876,"20,15"
9393893,"32,6,9,23"
43846456,"43,20,46,6,13"
97570059,"20,40,16,14,22,26,34,10,13,23,48,41,42"
68987447,"22,2,32,34,30,13,7,18,5"
59968651,"2,16,15,24,32,23,38,9,4,14"
98645853,"47,17"
20778720,"44,40,46,48,16,29,2,17,14"
78759451,"45,44,10,34"
6695686,16
13505419,"48,3,7,41,40,25,1"
73741373,"2,1,44,46,40,38,25,32,14,15,47,39,37,34,17,6"
26355116,40
11457246,"39,24,2,46,21,4,14,40"
87995107,"10,44,16,47,6,39,13,21,34,27,15"
71772265,"10,47,17,32,33,41,36,16,45,3,22,42"
29641304,"8,9,31,10,25,36,18,39,12,43,46,1,44,14,34"
22847192,"28,25,23,43,41,3,40,32,38,22,27,39,17,2"
70915710,"1,40,21,14,48,27,10,42,6"
48115262,"36,38,23,7,26,16,42,2,10,40,18"
84653803,"45,42,7,25,38,14,2,22,6,47,30,27,32,43"
15909192,"27,26,28,41,30,38,35"
80212102,"4,39,40,6,17,21"
95415148,"11,3,1,13,9,38"
13794676,"32,39,7,10,21,44,15,9,34,27"
52506771,"39,25,46"
62522041,"34,22,32,10,37,25"
6521452,"23,5,1,47,17,12,34,37,29,14,9,18"
67619556,"47,6,31,2,48,17,32,29"
49931565,"10,42,9,38"
96051159,"19,22,16,6,18,38,39,11"
2322826,"35,23,18,37,10,44,39,22,2,1,9"
63980475,"3,41,9,18,10,46,20,5"
4195220,"26,33,12,42,48,14,23,39,45,38,21"
76779784,"32,39,44,8,18,7,9,2,45"
73362522,"17,20,34,28,39,37,40"
87316958,"45,36,20,38,23,32,25,43,3,39,22,5,7,18,27"
50000687,"19,9,23,46,24,33,5,1"
40063304,"18,40,46,2,19,3,10,45,44,21,16,39,6"
79212182,"38,29,18"
92714294,"28,19,29,22"
23677271,"23,43,2"
73822104,"36,3,43,41,28,20,25,1,16,13"
25380308,"3,2,46,44,27,40,43"
72254861,"45,42,10,48,25,32,46,13,37,1,3,9,22,47,6,2,23"
17361041,"20,46,39,42,45,44,2,5,47,23,4,8,48"
21555612,"2,46,20,37,22,36,32"
95151352,"34,22,3,46,23"
39560328,"16,29,45,44,42,10,34,13,36"
20833940,"6,13,37,39,3,47,10,40,2"
23049068,"32,20,46,13,33,10,24,34,37,1,9,28,25,40,39,38"
78984144,"21,27,18,25,45"
86422062,"16,35,3,32,5,17,20,15"
73315434,"15,47,48,11,14,42,34,8"
63090077,"38,7,15,9,20,8,44,42"
77741107,"9,43,6,17,48,47,20,32,2,38,16"
76547997,"23,42,1,27,47,13"
1636598,"25,40,41,31,46"
4132079,"17,1,20,32,46,25,43,39"
20959991,"35,1,3,6,23"
91257014,"47,1,13,43,38,20,16,35,29"
43463969,"39,38,3,10,20,18,34,32,9,13"
40611352,"6,2,18,39,34,37,32,40,14,8,41,28,30,1,22"
13645106,"23,19,16,28,33,37,26,45,40,21,11"
42720955,"27,19,20,46,32,29,35,24,38,9,4"
22129817,"2,1,43,38,45,32,40,20"
72777549,"6,47,37,34,13,4,26,3,40,46,44,32,39"
84017291,"23,9,6,19,20,32,40,1,44,14,16"
84930233,"33,24,8,39,46,21,16,22"
55102267,"10,7,37,25,20,28,41,34"
48327415,"45,29,43,32,37,28,17"
50316319,"16,47,6,26,40,42,1,21,46"
27066088,45
82481137,"8,6,27,10,32"
72239214,"27,42,10,2,45,17,47,6,22,12,26"
5671538,"26,22,14,6,17,32,20,18,16,34,25"
98873443,"22,1,17,6,47,40,38,10,41,8"
29394944,"19,35,20,45,14,16,47,17,8,13,9,15,41,32,27,4"
86187185,"41,6,25"
1907824,"43,9,19,40,29,3,37,2,25,23"
85394034,"40,25,23,31,27"
20856997,"19,7,45,26,38,9,34,16,14"
29422358,"19,26"
59316101,"41,2,23,34,22,33"
34953304,"1,34,6,33,16,8,14,18,47,32,11"
10162403,"38,26,1,3,46"
70794584,"22,37,14,35"
22177074,"47,44,10,34"
14796209,"6,17,37,19,39,8,46,15,33"
27136055,"29,12,13,4,15,27,26,2,7,20,43"
74444609,"46,40"
22547622,"1,32,20,23,37,13,34,47,10,7,11"
11428360,"46,24,33,48,20,40,32,38,1,44"
9328285,"40,20,25,14,16,3,45,28,42,41,23,11"
17992695,"46,32,24,7,45"
51010655,"28,10,6,47,17"
51279648,"23,21"
88955633,"12,9,23,38,5"
66190316,"22,6,38,3,1,20,10,2"
85139797,"32,46,38,43,22,19,34,13,39"
83004309,"45,12,27,42,44,2"
69083940,"47,25,38,42,48,45,2,18,27,39"
43423674,"1,25,3,18,35,10,2,47,23,43,37,16"
35079677,"44,43,17,42,2,3,45,9,24"
24967416,"14,3,11"
30788311,"48,41,15,44,20,14,39,42,2,43,38"
34301280,"44,10,2,1,21,28"
92229935,"15,8,42,1,2,45,40,46,23,39,13,14,43,9,36,48"
16762809,"39,43,11,44,47,15,24"
2866957,"27,38,33,32,25,39,34,2,36"
62436780,"1,41,43,8"
80444611,"47,45,2,10,31,30,17,6,32,39,44"
85550577,"6,39,9,41,37,17,47,2,46,44"
35951659,"2,3,7,39,34,47,6,32,40,36"
2033521,"39,13,17,16,3,41,11,5,20"
57182848,"28,46"
59208065,"31,1,6,47,38,9,40,25,2,46,30,29"
91141998,"16,21,9,23,25,47,43,36"
91490507,"23,43,13,25,20,32,26,40,1,46,9,45,42,2,48"
63116026,"37,46,10,2,42,12,44,36"
84336694,"2,8"
65613502,"45,9,40,13,34,37,39"
34815763,"39,43,28,44,1,46,2"
38705211,"6,42,23,46,2,44"
15761600,"25,32,20,34"
56955706,"13,34,37,40,24,17,47,44,23,28,33,31"
67987347,"24,39,40,36,26,1,41,21,48,31,38,9,28,17,13"
80435059,"38,39,37,13,47,32,34,44,10"
80881030,"42,45,1,14,20,2,25,6,37,47,13,17,40"
41104624,"40,32,16,10,48,35,29,28,46"
95971720,"42,2,10,17,28,38,27,5,44,45,7,43,23,46,9"
6037188,"39,42,37,3,1,2"
78563528,"27,48,28,20,32,13,39,17,34"
28735577,"23,18"
42624534,"1,47,6,38,33"
8531032,"23,42,18,5,47,45,2,34,3,26,21,35,38,16,44,40,13"
80934117,9
56542845,"23,43"
80321471,"48,2,45,37,13,8,32,1,44,30,46,4,19,10,27,38"
93836531,"37,45,9,43,38,1,18,41,26,25,32,46,4,29,35"
67045242,"34,12,29,39,20,40"
69839455,"45,44,21"
6697455,"25,14,39,3,44,42,37,13,38,32,15,16"
8258676,"22,36,28,3,17,47,4,7,48,40,20"
17173175,"44,45,42,6"
53785367,"13,17,47,31,36,20,16,41,23,2,26"
33115999,"41,20,46,23,43,1,3,32,40,17"
69862445,"39,48,6,17,26,28,41,4,14,1,2,43"
5729457,"2,25,18,11,22,17,44"
27460732,"16,43,1,13,29,39,48,14"
4224102,"15,1,2,41,45,10,42,27,40,46"
32668359,"23,6,22,13,43,38,2,45"
64839260,"27,47,17,42,44,22,41,26,13,48,6"
18540910,"17,6,47,42,40,20,15,7,3,1,9"
22031627,"10,42,2,39,5,26,28,40,43,23"
17505054,"32,37,43,34,13"
40036305,"36,17,3"
67814236,"7,42,2,10,45,17,36,21,6"
82046573,"16,8,48,6,46,24,2,42,13,34,47,5,1,3"
49720138,"28,30,36,46,43,38,9,14"
